,review,score
437,"Por fin llegó la nueva obra de Tim Burton, el director del ""unierso personal y oscuro"", algo que ya se ha convertido en tópico de tanto repetirlo, pero que es cierto, su personal obra llena los cines de fantasía, humor negro y una visión impresionista de las historias que adapta.Sweeney Todd es un barbero atormentado que vuelve a Londres con ganas de venganza, después de haber estado encarcelado injustamente por un juez que quería quitare de en medio para quedarse con su mujer y su hija.Se basa en un musical de Stephen Sodheim, uno de los autores del teatro musical más importantes, a su vez, la historia de Sweeney Todd se basa en varios cuentos y leyendas del siglo XIX que hablaban de un barbero asesino, a veces se afirma que puede estar basado en hechos reales, pero no se ha podido demostrar.La película es una auténtica maravilla, un musical vibrante, apasionante, con aroma a musical clásico y también a película de terror antigua, una mezcla de música, sangre y humor negro con el retorcido toque de Tim Burton.Johnny Depp está sencillamente genial, demostrando una vez más el pedazo de actor que es, y la buena conexión que existe entre él y Tim Burton, siendo el perfecto alter ego del director en la pantalla; en esta ocasión demuestra que además de ser buen actor sabe cantar, y lo hace bastante bien, igual que Helena Bonham Carter, que según Tim Burton, tenía el papel más difícil a nivel de canto, pero está a la altura, formando un oscuro y perfecto dúo con Johnny Depp.Sweeney Todd es una de las mejores películas que se han visto en los últimos años y única en su género con una banda sonora vibrante y potente, digna del mejor de los musicales e interpretada brillantemente por todos sus actores. ",buena
438,"Hitchcock es, sin duda alguna, el director más plagiado de la historia del cine. Y de todas sus películas, probablemente ninguna haya sido tan reiteradamente manoseada y ""homenajeada"" como Psicosis (1960), un filme que resulta perfecto ejemplo de aquello de lo que se habla cuando se dice ""obra fundacional"". Resultaría demasiado largo ofrecer aquí una lista de todas las películas que se han valido de ella, especialmente aquellas pertenecientes al sub-género slasher, del cual la cinta de Hitchcock es claro precursor. Es una de las dos películas de ""terror"" que aparecen en la sacrosanta lista de las cien mejores películas americanas de la historia, según el American Film Institute (que injusticia), en la que ocupa la casilla 18. A pesar de que el tiempo ha mermado un poco el efecto perturbador que tuvo en su época, sigue siendo una clase magistral de técnica cinematográfica, una obra en la que cada plano es simplemente perfecto.Pero en su época ciertamente no se le vio así, ya que su producción no se diferenciaba mucho de la de cualquier producto de serie B. De hecho, Psicosis se filmó en los mismos estudios en los que para entonces se realizaba la serie de televisión Alfred Hitchcock presents. Su presupuesto era bastante moderado, y al parecer, el único que creía en el potencial de la película era el propio director, quien compró los derechos de la novela de Robert Bloch (en la que se basa el guión) e incluso adquirió todos los ejemplares que pudo para que así fuera menor la cantidad de gente que conociera el final de la historia.Hoy en día todos la conocemos: en un arrebato decidido a cambiar de una vez su miserable vida, la rubia fatal Marion Crane roba a su jefe una cantidad considerable de dinero y huye hacia California, deteniéndose a pasar la noche en el apartado motel Bates, donde es atendida por su solitario y aparentemente inofensivo dueño, Norman. El resto ya sin duda lo saben, una historia de travestismo, complejo de Edipo y asesinato en masa.Resulta difícil de creer para nuestra época que Psicosis haya causado un impacto tan grande en el público de 1960, pero fue así, y por muchos motivos. Lo que a veces se nos escapa es que esta película fue genuinamente innovadora en muchos aspectos, desde detalles tontos (es la primera película donde se tiraba de la cadena de un inodoro) hasta decisiones que cambiaron las costumbres del público (fue una de las películas que rompió con la vieja tradición de las ""funciones continuadas"", por petición del propio Hitchcock, quien no quería que la gente se enterase de que Janet Leigh, la única estrella del reparto, moría en la primera mitad del filme). Pero sobre todo, dio al público de entonces una carga de perversidad a la que no estaba acostumbrado, una idea del Mal que dejaba de ser caricaturesco o sobrenatural y que pasaba a formar parte de aquello que está más oculto en el hombre: el inconsciente. La cinta de Hitchcock es, sin duda, el primer thriller ""adulto"" que inspiraba la idea de que el horror podía provenir del corazón de la familia americana.Durante los 109 minutos de Psicosis estamos constantemente sufriendo una sensación de peligro, agazapados ante la espera de algo terrible. Cuando esto finalmente sucede, en la ya omnipresente e hiperparodiada escena de la ducha con la no menos inolvidable música de Bernard Herrmann, el impacto es brutal. Pero incluso más allá de sus excelencias dramáticas y argumentales, el principal logro de la película es haber logrado instaurar una estética y un modo de hacer cine que domina la industria hollywoodense hasta el día de hoy. Hitchcock, un hombre plenamente consciente del poder de la cámara, pule cada secuencia hasta la perfección. La escena de la ducha, centro nervioso de la película, es un claro ejemplo de eso, con el agua corriendo en remolino hasta el desagüe por donde se escapa la sangre (y la vida) de Marion Crane, hasta aquel largo zoom-out que comienza en el ojo de la víctima y que termina en el montón de dinero olvidado sobre la mesa de noche, mostrándonos que el motivo del crimen no ha sido el afán de lucro, sino los oscuros pasadizos de la locura. Es la irracionalidad del Mal, resumido en la figura afable y hasta ridícula de Norman Bates. Los antiguos enemigos de América se han ido, los facistas de la Segunda Guerra estaban muertos, e incluso los comunistas rusos parecían menos peligrosos que los horrores que podían desatarse en lo profundo del corazón del país. Si este no es el tema principal de todo el cine de terror que vendrá en las décadas posteriores, que alguien me lo diga.Pero no es esto lo que más impresiona de Psicosis. Su público no salió espantado y horrorizado por su carga erótica ni violenta, ni por las connotaciones sociológicas de su trama, ni siquiera por sus excelentes actuaciones. Si algo queda de esta obra maestra, es que es cine en su estado puro. Sin duda alguna. ",buena
439,"No soy realmente muy objetivo al hablar de alguien como Lars Von Trier. Personalmente creo que uno de lo realizadores más pésimos de la historia del cine. Creo que hace un cine tan estúpido que ni siquiera habría que hacerle ningún caso. Ni siquiera por malo.""Dogville"" no se sabe de que va. Es la gilipollez elevada al cubo de la pretenciosidad. Es la tonteria de una especie de videoartísta que se cree Dios.Desde el principio uno se da cuenta. Esta chica llega a éste pueblo de anormales pa esconderse de unos mafiosos. Allí la putean. Listo.Lo del pueblo es pa echarlo de comer aparte. Esque la cosa de que no haya nada de nada y yo me lo tenga que imaginar me parece un insulto al espectador. Haciéndonos creer que es un recurso artístico para que nos fijemos en los actores, que lo ha hecho para que sea como un libro (que nosotros nos lo imaginemos. buah)y que es una metafora sobre el mundo moderno y bla bla bla.Por favor. seamos serios. La peli no puede ser más mala aunque lo intentase. Nicole no es santo de mi devoción y aquí demuestra su frialdad como la Grace puteada.No supe en ningún momento qué ocurria, y me pongo nervioso cada vez que veo a alguien manipular algo que no existe. Cuando veo esas polladas pintadas en el suelo sin ninguna razón mas que ahorrar pasta para darsela a la Kidman.No recuerdo ninguna buena peli de Von Trier. solo un argumento que resultaba curioso.. el de ""Epidemic"".. que luego es un tostón.Lars Von Trier además hizo una segunda parte que me he negado a ver, entre otras cosas porque hizo que matasen, realmente, a un burrito durante la filmación. Igual que Almodovar cuando hizo ""Hable con Ella"" (otro bodrio). Von Trier sustituye actriz alegando que ""quiere una Grace distinta en cada parte de la trilogía"", porque además esque es una trilogia!!!El cine es algo muy físico. el cine es Sam Peckimpah, no Andy Warhol.. el cine es para que se vea. Las metáforas cursis y las videocreaciones dejemoslas a un lado.No digo que ésto sea una videocreación. lo que digo esque no es cine. es ottra cosa. ""Dogville"" rechaza el cine. el cine está definido de hace mucho, y si reducimos el cine a su mínima esencia nos encontramos con dos elementos muy simples, TIEMPO y ESPACIO. De ahí viene todo. Juegas con esos dos elementos. Es lo único que es. Y ""Dogville"" los rechaza a los dos para dar un discurso propagandístico progre mil veces oido y que aburre. El cine antes que nada, antes que dar lecciones o tener cavidades morales o conmover o emocionar. tiene que no aburrir. Luego dí lo que quieras, pero cumple las reglas. ""Dogville"" no hace nada. ",mala
440,"A los americanos les encantan los paletos. El cine americano está lleno de paletos. ET, por ejemplo es un paleto del espacio. Elliot y su hermana se lo pasan pipa enseñándole el rollo americano. También se lo enseñan a Terminator, a Cocodrilo Dundee, a Johnny 5, a miles de robots, marcianos, extranjeros, elfos, clones, seres caídos de un nido. No hay nada que a un espectador americano le guste más que ver a un ignorante aprendiendo las costumbres de América.La versión espanola del paleto es la del granuja. El cine español, sobre todo el de los 60, prefiere al pícaro. Es la misma historia, pero contada desde otro punto de vista. La cuenta el paleto y se la cuenta a otros paletos. Leblanc, Landa, fingían ser tontos para desplumar al extranjero rico. Viajando a otros países he descubierto que tienen la misma mitología que nosotros en los 60. En Cuba, muchas películas de ahora se ríen de los turistas ingenuos, de nosotros, que ahora somos como los yankis.Borat es una mezcla de los dos puntos de vista. Borat hace una gira por América invitándonos a reírnos de su ignorancia, de su inferioridad en el mundo desarrollado: no distingue una taza de váter de un lavavo, se masturba por la calle y hace sus necesidades en los jardines. Los ricos pueden reírse aquí. Pero por otro lado es un falso ingenuo. Sabemos que está tomando el pelo a cada uno de los americanos que entrevista, sabemos que no es el tonto que finge ser: a un senador americano le ofrece un trozo de queso y luego le explica que está hecho con leche de su esposa, en una cena de sociedad pregunta si puede traer una amiga e invita a una prostituta ordinaria. Los que viven en países pobres pueden reírse aquí.Puede que la película haya dado la campanada, pero no debería tomarse como una novedad. Los paletos atiborran las pantallas desde que el cine es cine, y éste no es el más agudo. Ha ahorrado fondos de producción utilizando sólo a gente de la calle y tampoco ha despilfarrado neuronas rellenando metros de película con escenas de humor grueso, o buscando el escándalo en lo vulgar igual que nuestro paleto doméstico, Santiago Segura.La mezcla de realidad y ficción (los entrevistados no saben que la cámara que les enfoca es una patochada estúpida), se parece a la de los entrevistadores de ""Caiga quien caiga"". Si esta película quería ser algo más que basura tendría que haber entrado en el juego que tan bien maneja este programa de televisión de entablar complicidades con los entrevistados, en vez de maltratarlos burdamente. Borat sólo tiene complicidad con el público, del que, parece, va camino de conseguir una pingüe taquilla. ",mala
441,"Después de que este director hubiera parido una de las mayores paridas del cine moderno en dos partes, ahora resulta que le entra la morriña por aquel cine de poco presupuesto, machacado en innumerables proyecciones y con argumentos demenciales.Pero al igual que Soderbergh quiso imitar el cine clásico a lo Casablanca con El buen alemán, Tarantino cae en el mismo error y quiere hacer un homenaje saltándose muchos de los elementos que caracterizaban aquellas obras. Y además, aburre.Porque homenajear y tener nostalgia de aquellas obras no es hacer ""tu peli"" añadiéndole motas y rayas con el efecto digital de turno, poniendo carteles de que faltan cachos y usando efectos especiales que en aquella época eran imposibles. Soderbergh quiso hacer algo parecido, pero salvo por el blanco y negro, el resto de la película parecía un thriller cualquiera de los que se producen todos los días. ¿Los movimientos de cámara? Perfectos. ¿Los ""chroma"" o ""fondos trucados""? Impecables. Y escenas de sexo con un tratamiento que en aquella época no se estilaban. Es decir, un homenaje descafeinado y con el chip de ahora.Tarantino junto con su amigo Robert Rodriguez, han querido hacer lo mismo y se meten de lleno en problemas, aunque no precisamente a la hora de escribir el guión. Escoge un actor injustamente infravalorado como Kurt Rusell y lo ponen de prota. Y luego un montón de chicas de muy buen ver por aquí y por allá y escenas de acción con efectos especiales de primer orden. Y ya está.La primera parte, la de Rodriguez, no la he visto. Pero la de Tarantino si. Y son las 2 horas peor invertidas de estas semanas. Bla, bla, bla?, jijiji, jejeje, tonterías por aquí y por allá, un final de chiste, barbaridades conceptuales y estilísticas sobre las películas antiguas, una parte se vuelve en blanco y negro, otra no tiene motas, la otra muchas e incluso fragmentos perdidos?Eso si, lo que parece un hecho es que Quentin se lo ha pasado pipa rodeado de chicas guapas y bebida con el dinero de los incautos que vieron Kill Bill y que ahora volverán a dejarse los cuartos con este insulto. Y Quentin seguro que cuenta cada dólar o euro con una sonora carcajada. ",mala
442,"El anterior empeño de Roberto Santiago en la dirección, ""El penalti más largo del mundo"", se saldó con un razonable impacto comercial (más de cinco millones de euros: ¡quién los pillara hoy día en el cine español, pensará más de uno!), aunque con una más que discreta aceptación por parte de la crítica. Ante aquel relativo éxito, al menos en el aspecto de las pelas, Santiago se ha lanzado a su segundo largometraje, pero no parece haber progresado mucho. Para la ocasión adapta de nuevo (porque el cine lo ha hecho ya en varias ocasiones) una novela de Robert L. Stevenson, ""The suicide club"", que no es seguramente una de sus obras más estimulantes; preferimos, por supuesto, sus legendarias ""La isla del tesoro"" y ""Dr. Jekyll and Mr. Hyde"". Santiago plantea la posibilidad de que un grupo de deprimidos por motivos varios, reunidos en torno a una terapia de grupo a cargo de una psicóloga con serios problemas de autoestima, den en fundar, a la manera de la novela stevensoniana que uno de ellos aporta, un club en el que semanalmente le toque a uno morir y a otro matarlo. La idea parece funcionar, hasta que nuestro protagonista ceja en su empeño de matarse, al encontrar una nueva ilusión. Para el humor negro hay que tener muy buena mano: el maestro Rafael Azcona sabe mucho de eso. Pero Roberto Santiago no: una historia como ésta requiere un toque de humor siniestro que nos haga sonreír con complicidad; tiene que ser, necesariamente, un humor inteligente, y no hay en el guión de Santiago, y menos en su más bien pedestre realización, atisbos de ello. Algunas secuencias, a fuer de marcianas, tienen su gracia (cfr. la escena de la ambulancia en la hamburguesería, o la cita erótica entre el gordo y la psicóloga), pero en general al espectador, que va entregado, le cuesta trabajo estirar hacia arriba las comisuras de los labios. Mención aparte para el elenco interpretativo: Fernando Tejero confirma lo que nos temíasmos: hace siempre el mismo papel, sea cual sea su personaje, y cuando no lo hace, como en el caso del gay con pluma desplegada de ""Días de cine"", resulta peor aún; Lucía Jiménez sigue confirmando también que goza de un inexplicable predicamento entre la crítica, muy superior a su menguado talento; Luis Callejo, rostro anónimo generalmente abocado a personajes duros o al margen de la ley, a consecuencia de su torva jeta, confiere a su personaje un tono muy personal; pero a todos ellos se los come con papas (y mira que no le conviene, con esas mollas?) Juanma Cifuentes, un rostro nuevo, al menos para el que suscribe, pero con una capacidad interpretativa sólo equiparable a los muchos quilos de más que soporta su osamenta. Todo un descubrimiento este Juanma, de excelente vis cómica, y con una rara capacidad para decir los diálogos más merluzos con una pasmosa naturalidad. Así que, aunque este ""El club de los suicidas"" haya sido una castaña, al menos nos ha descubierto a uno de esos estupendos actores de reparto (porque el bueno de Cifuentes no lo imaginamos como protagonista, dadas las limitaciones de su físico?) que el cine español da con una frecuencia digna de una cinematografía mejor que la nuestra?  ",mala
443,"Buff, que empacho de cine ibérico, creo que necesito un par de sesiones de orcos y naves espaciales para desintoxicarme.La película trata sobre Jenaro, pregonero de un pueblo de la España profunda y jugador empedernido de quinielas. Un buen día, la sorpresa de la jornada futbolística le lleva de ser el tonto del pueblo a Jenaro el de los 14. Así que con la boina calada a rosca parte para la capital a cobrar los dineros. Pero allí descubre lo mala que es la sociedad y que todos se quieren aprovechar de él. No lo entiendo, con la cara de intelectual que tiene este hombre.Bueno, otro claro ejemplo de nuestro cine cutre de los 70. Y es que no hay por donde cogerla. Podemos verla como la versión patria de ""La bella y la bestia"" o ""El patito feo"", dado que nos encontramos con un perdedor redomado, que de la noche a la mañana es el hombre más popular del país. Las mujeres quien encamarse (para usar un lenguaje apropiado) con él, para dar el braguetazo de sus vidas. A mediados de la película vemos algo muy evidente, ""Pretty Woman"" no es sino una secuela adapatada a los tiempos actuales de esta. Una prostituta conoce a millonario que la saca de la calle y la colma de caprichos. Ja, ya veo a Alfredo Landa pidiéndole derechos de imagen a Richar Gere. Por cierto, hay colaboraciones de renombre, como Íñigo ""el del bigote"" o Jaime de Mora y Aragón. Pero no convence y es aburridísima. Además, para colmo de males, no se ve un pecho ni de refilón. Esto no es cine casposo, es la esencia de la caspa.Resumiendo, más mala que mala. Otro claro ejemplo de que si Alfredo Landa hubiera sido americano tendría ocho oscars en su casa. Una caspita por la actuación de don Alfredo.Besitos.P.D: ""En vez de mirada continua es de mirada alterna"", fino humor patrio.P.D.2: ""¿Y eso es una navaja?, los hombres usamos esto"" dice Jenaro desplegando la navaja de Curro Jiménez.P.D.3: ""Se le ha perdido media gafa"" le dice a Jaime de Mora y Aragón al ver su monóculo. Desde luego le agitan y caen bellotas ""iiiiiieeeeeepa, despachar!!!!"" ",mala
444,"Nada que ver con la blandengue historia que nos propone el orfanato, REC comienza sin presentaciones, a pelo y nos lleva de la mano de la intrépida reportera hasta el primer mordisco de la vieja, que sinceramente me impresiónó por el realismo con el que está rodado.Es cierto que el recurso de la cámara en mano ya lo habíamos visto antes en el proyecto de la bruja de blair, pero nada que ver oiga. El proyecto al lado de REC es un capítulo de los pitufos a las 3 y media de la tarde. Si, en el proyecto se masca la tensión, pero el final es lo más parecido a un coitus interruptus. Te asusto durante más de una hora y luego te dejo en ascuas.Afortunadamente REC consigue asustar y de qué manera. La escena de la niña perdida es impresionante, la cámara acercándose a su cara es impagable. Personalmente nunca había visto filmar tan de cerca el terror. Magnífico trabajo una vez más de Balagueró, no tan magnífica actuación de algunos actores, algo forzada. Y la trama qué os puedo decir, ¿absurda?, lo cierto es que no me importa, para tramas me leo un libro. Cine-espectáculo de terror al 100%.De momento ya estamos viendo el poso que está dejando esta película en la industria cinematográfica en films como Cloverfield (Monstruoso) y muchos más que seguirán la técnica del genio del terror español. Balagueró y olé. ",buena
445,"Si hay algo de lo que estoy orgulloso es de mis prejuicios. No sé si son el motor del mundo pero sí al menos de mi vida. Películas que no veo porque la fama de ""calité"" del director me tira de espaldas, otras que veo sólo porque el director de fotografía es el mismo que el de HEAT, discos que no escucho porque no me gusta la tipografía de la portada, etc?La única razón que tenía para hacer una entrada sobre V de Vendetta en Julio del 2005 fue porque Natalie Portman salía en ella con la cabeza rapada. Ni el cómic de Alan Moore, que no he leido pero lo haré, ni el guión de los Hermanos Wachosky ni ostias. Yo la quería ver por la cabeza rápada de Natalie y como el resto de cosas me parecían totalmente secundarias no me molesté en leer de qué iba la película, dónde estaba ambientada o qué críticas había recibido; yo a lo mío. Parece que V de Vendetta no ha despertado mucha expectación porque nos metieron en la sala más pequeña de los cines para verla. Obviamente se llenó porque sus dimensiones eran como las del salón de mi casa. No voy a hacer un resumen porque seguro que todo el mundo ha leido el cómic (yo soy un ignorante sobre este tema, así que agradecería cualquier consejo. Hágamos de los comentarios algo útil!) y porque sería absurdo. Pero por si a alguien le interesa mi opinión, decir que en varios momento tuve taquicardias, espasmos, se me puso la piel de gallina en varias ocasiones y con el final lloré. Hay pocas cosas que me emocionen pero un motrollón de explosiones al ritmo de Tchaikovsky es algo que me toca la fibra. En fin, que porque no me gustan los tatuajes pero si no me haría uno en la frente de V for Vendetta.Ya he dicho antes que soy un ignorante en lo que a tebeos se refiere (en eso y en otras muchas cosas, vaya), pero no entiendo como una película que se rodó en mayo-junio del 2005 puede basarse en una obra gráfica donde se parte de los atentados en el metro de Londres que tuvieron lugar en julio de ese mismo año. Puede que yo tenga mal las fechas, puede que los guionistas hicieran cambios de última hora y usasen un hecho real como base, o puede que la ficción de Alan Moore se hiciera realidad el 7 de Julio del año pásado. Vista la foto supongo que no hará falta decir que merecen la pena pagar 6 euros, aunque aborrezcas la película (cosa harto improbable si tienes un mínimo de sensibilidad y de masa encefálica), sólo por ver esa cabeza sin pelo.  ",mala
446,"¿Nunca habeis ido al bingo? Yo sólo he ido una vez y fué muy gracioso. Para empezar, un estress increíble, dado que la chavala de los números se aceleró y no me daba tiempo ni a rascarme la nariz. Luego, en lo que tu estás afilando el rotulador Carioca, una viejecita canta linea. Y un gordo, el bingo. Y tu con cara de tonto. Al final del día, aparte de los dineros que perdimos, nos llevamos un boligrafazo de alguien qué, como no nos callamos en toda la velada, nos lo tiró. No nos tocó nada (salvo el boligrafazo), pero que risa.La película trata sobre Fermín Cejuela (Esteso) y Amadeo Saboya (Pajares). El primero, se dedicaba a coger huevos y saber si tienen pollito dentro o no, parado vitalicio. El segundo, trabajador de banco con ardientes deseos de hacer fortuna. Por diversos motivos, llegan a sus oidos la posibilidad de conseguir mucho dinero en el bingo. Así que, por los azares del cine casposo, nada menos que caen juntos, Pajares, Ozores y Esteso, ¿que más se puede pedir?Bueno, tenemos a Pajares, a Esteso y a Ozores, los reyes de la caspa patria. Y luego pequeñas participaciones, como las de Normal Duval (o eso dice la IMDB), Florinda Chico y una negra en pelotas que creo que se llama África. La temática nos muestra la triste España de la transición, donde la apertura al juego hizo que los españolitos perdieran sus pocos ahorros. Guión demencial, con frases imposibles que desarman al más pintado. Y claramente, el argumento engancha, dado que es imposible saber por donde van a salir. Además, tiene de todo lo que se espera de una película de estos señores, mujeres en cueros, juego, persecuciones, chistes fáciles y caspa por todos los lados.Resumiendo, una película de culto del cine casposo español. En su época, tuvo más de millón y medio de espectadores en el cine, que no es moco de pavo. Y digo yo, si hay freakis que adoran películas de dibujos grotescos con cabezas gigantes, ¿como no va a haber freakis de Pajares y Esteso? Yo, el primero de ellos. El culmen de la caspa ibérica.Besitos.P.D: ""¿Que le digo al de la lavadora? Que las venda más baratas. No, que dice que hay que cambiar el tambor. Si, hombre, y la trompeta"" Con estos diálogos, ¿que esperais?P.D.2: ""¿Los francos eran alemanes? Los francos eran de Galicia, del Ferrol!!!"" humor patrio por todos los lados. Tras decir eso, coge un orinal y va a cagar.P.D.3: Que fuerte, tenía un entrenador que decía ""Me han regalado un reloj, pero no me lo puedo poner"" y te preguntabas, ""¿porqué?"" y respondía descojonado de la risa ""¡por que es de pared!"". Joder, y resulta que lo sacó de esta película.P.D.4: ""Si es que tengo la negra"" dice Esteso con una chavala negra encima. Que finísimo humor. Por cierto, ¿porque SIEMPRE sale en las películas de Pajares una negra en pelotas? ¿Será para dar un toque exótico? Lo digo porque en España, en esa época, pocas se veían. ",buena
447,"Zodiac es, con diferencia, la película más completa y madura de David Fincher, uno de los cineastas más interesantes y polémicos de la actualidad. Un título que rompe con su habitual vertiente excesiva y que, a pesar de recurrir de nuevo a la figura de un serial-killer, se distancia totalmente del estilo empleado en la brillante Seven. Tras Zodiac se esconde otro modo de afrontar el género, en donde la austeridad y la minuciosidad cobran un protagonismo especial.En realidad no ha inventado nada nuevo. Sencillamente ha buscado otros recursos narrativos que jamás había empleado hasta ahora en su cine. Y, para ello, toma como modelos ideales la sobriedad detallista con la que Alan J. Pakula plasmó la investigación periodística sobre el escándalo Watergate en Todos los Hombres del Presidente y el tono, estético y documentalista, con el que Richard Fleischer orquestó su maravilloso El Estrangulador de Boston. Al igual que sus referentes, Fincher acude a otro caso verídico que marcó a la sociedad norteamericana de los años 70; el de un asesino en serie que provocó el pánico y la ansiedad entre los habitantes de una amplia zona de la Bahía de San Francisco. Allí, justo en el condado de Vallejo, un tipo sin escrúpulos, apodado Zodiac, inició sus perversas acciones en el verano de 1969 y, con sus múltiples crímenes, mantuvo en jaque a la policía y a la prensa durante muchos años más. Hoy en día, aún se desconoce la identidad del asesino.Elegante, inteligente y meticulosa; en una palabra, magistral. El clasicismo cinematográfico aflora en cada una de las escenas de Zodiac. No hay ni un sólo detalle que tenga desperdicio alguno. Todo está controlado hasta el último milímetro. Teniendo en cuenta que la historia transcurre durante dos largas décadas, sus obligadas y numerosas elipsis narrativas son un ejemplo de la manera perfeccionista con la que el director ha planteado su producto. En esos saltos temporales (que, a veces, engloban varios años de una sola tacada), nunca queda un cabo suelto por el camino. Incluso, en todo momento y de forma sutil, está presente la descripción socio-política de un país en sus diferentes etapas. Una maravilla.Y, al contrario que otras cintas similares, en lugar de centrarse principalmente en la personalidad del asesino, indaga en los efectos psicológicos que marcaron la vida de aquellos que, durante ese dilatado periodo, estuvieron tras los pasos del escurridizo Zodiac. Es por ello que el objetivo primordial de la cámara de Fincher recae sobre las figuras de David Toschi -el inspector real de policía que inspiró a Peter Yates para crear a Bullitt-, Robert Graysmith y Paul Avery ?un joven caricaturista y un periodista del The San Francisco Chronicle, respectivamente-, los tres individuos que más se implicaron en la persecución del criminal, Una excelente manera de demostrar que, aparte de aquellos a los que asesinó, Zodiac -con sus provocaciones y juegos encriptados- también consiguió otro tipo de víctimas.Más que un thriller al uso es un film que, a dos niveles distintos, analiza los efectos causantes de una gran obsesión; aquella que nace en todo cazador empecinado por conseguir a sus presas al precio que sea, convirtiendo tal empeño en el único objetivo de su vida. Y digo a dos niveles porque, aparte del autodestructivo retrato de la personalidad de los investigadores y su entorno directo, también indaga ?aunque con menos profundidad- en la mente de un asesino dispuesto a matar por el puro placer de matar. La diferencia estriba en que Zodiac conseguía siempre sus propósitos, mientras que sus rastreadores sólo conocían la impotencia de enfrentarse a un verdadero fantasma. No es de extrañar que, con estas constantes, El Malvado Zarov sea un título citado en varias ocasiones a lo largo de la cinta. Y es que, además de tratarse del film preferido del asesino (según cuentan, un cinéfilo en toda regla), define a la perfección la relación establecida entre los cazadores y sus presas.Más de 2 horas y 40 minutos de cine en estado puro; cine de ese que se disfruta en muy pocas ocasiones. Y es que, en ese calibrado (y en nada pesado) metraje, tiene cabida un poco de todo. Cuando toca enfrentarse a momentos íntimos, Fincher se toma su tiempo y se relame (un tanto sádicamente) con la frialdad y distancia con la que maneja a sus protagonistas. Afronta las escenas de tensión con una corrección majestuosa; en ellas, brilla por su ausencia la artificiosidad empleada en otras ocasiones por el director. En ningún momento busca trucos baratos y efectos espectaculares, ni siquiera cuando plasma en pantalla los asesinatos perpetrados por Zodiac, ya que éstos están reflejados de modo muy realista con lo cual, el impacto causado sobre el espectador es aún mayor.Todo está perfectamente encajado en el film, empezando por sus contenidas interpretaciones, de entre las que merecen una especial atención las creaciones de Jake Gyllenhaal y Robert Downey Jr., los dos hombres de la redacción del The San Francisco Chronical quienes, con ese caso, cambiaron radicalmente su existencia; el dibujante y el reportero, ambos atrapados por la misma obsesión, pero afectados física y psíquicamente por magnitudes diferentes. Y ello sin desmerecer la sobriedad con la que un camaleónico Mark Ruffalo da vida al propio Bullitt en persona.Un trabajo modélico que, sin lugar a dudas, abre de par en par las puertas al salón de los maestros a un nuevo David Fincher. Una obra superior e inteligente, cuyo máximo responsable, a partir de ahora, ya puede ir tuteándose con los grandes clásicos del Séptimo Arte. Por fin, el claro sucesor de Clint Eastwood ya tiene nombre y apellido. No en vano, Harry el Sucio, además de estar inspirada en una de las constantes de Zodiac, es objeto en la película de un merecidísimo homenaje.Como dato final, les citaré que el otro día pude ver The Zodiac, un film norteamericano, producido hace un par de años (no estrenado en España) y basado en la misma historia recogida por Fincher. Sé que las comparaciones son odiosas pero, en este caso, inevitables. Es curioso descubrir como, con un material idéntico sobre la mesa, el director de El Club de la Lucha logra romper moldes gracias a un insuperable ejercicio de estilo, mientras que el otro realizador, un tal Alexander Bulkley, no va más allá de un simple thriller del montón plagado de connotaciones televisivas. ",buena
